HSCode,Description
302590000,"Fish; fresh or chilled, n.e.c., of heading no. 0302.5, except fillets, fish meat of 0304 and edible fish offal of subheading 0302.91 to 0302.99; other"
302710000,"Fish; fresh or chilled, except tilapia (species Oreochromis), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0302.91 to 0302.99; tilapia [genus Oreochromis]"
302720000,"Fish; fresh or chilled, except catfish (Pangasius, Silurus, Clarias and Ictalurus), fillets, fish meat of heading 0304 and edible fish offal of subheading 0302.91 to 0302.99; catfish [genera Pangasius, Silurus, Clarias and Ictalurus]."
302730000,"Fish; fresh or chilled, carp (as specified by the WCO), fillets, of heading 0304 and subheadings 0302.91 to 0302.Except for edible fish offal of heading 99; Carp [genera Cyprinus, Carassius, Ctenopharyngodon idellus, Hypophthalmichthys, Cirrhinus, Mylopharyngodon Mylopharyngodon piceus, Catla catla, Labeo, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama]"
302740000,"Fish; fresh or chilled, except eels (family Anguidae), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0302.91 to 0302.99; eels [genus Anguilla"
302790000,"Fish; fresh or chilled, except Nile perch (Lates niloticus) and eels (Channa spp.), fillets, fish meat of heading 0304 and edible fish offal of subheading 0302.91 to 0302.99; other"
302810000,"Fish; fresh or chilled, dog meat and other sharks, except fillets, fish meat of heading 0304 and edible fish offal of subheading 0302.91 to 0302.99; basking sharks and other sharks"
302820000,"Fish; fresh or chilled, rays and skates (Rajidae), fillets, except fish meat of heading 0304 and edible fish offal of heading 0302.91 to 0302.99; rays and redfish [Rajidae family]"
302830000,"Fish; fresh or chilled, except toothfish (species of Dissostichus), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0302.91 to 0302.99; toothfish [genus Dissostichus]; toothfish"
302840000,"Fish; fresh or chilled, except sea bass [genus Dicentrarchus], fillets, fish meat of heading 0304 and edible fish offal of subheadings 0302.91 to 0302.99"
302850000,"Fish; fresh or chilled, except sea bream (family Sparidae), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0302.91 to 0302.99; domes [family Sparidae]"
302891000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; yellowtail"
302892000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; groundfish"
302893000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; conger eel"
302894000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; flatfish"
302895000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304 and edible fish offal of subheading 0302.91 to 0302.99; cormorant (Hyporhampus sajori)"
302896000,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304 and edible fish offal of subheadings 0302.91 to 0302.99; domes [except those of the family Sparidae"
302899020,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; other; pufferfish"
302899040,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; other; monkfish"
302899090,"Fish; fresh or chilled, except fillets of subheading 0302, fish meat of subheading 0304, edible fish offal of subheading 0302.91 to 0302.99; other; other"
302911000,"Fish; fresh or chilled, liver, roe, milt; liver"
302912000,"Fish; fresh or chilled, liver, roe, fillets; fish roe and fish white"
302920000,"Fish; fresh or chilled, shark fin; shark fin"
302990000,"Fish; fresh or chilled, fish fins (except shark fins), heads, tails, gills, and other edible fish offal; other"
303110000,"Fish; frozen, except Pacific salmon, sockeye salmon (sockeye salmon) (Oncorhynchus nerka), fillets, fish meat of heading 0304 and edible fish entrails of subheading 0303.91 to 0303.99; sockeye salmon [sockeye salmon (red salmon)] [Oncorhynchus nerka]]"
303120000,"Fish; frozen, Pacific salmon (Oncorhynchus gorbusha/keta/tsushawisha/kisuchi/maso/rhodorus), except sockeye salmon (Oncorhynchus nerka); fillets, except fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99.Heading 99; Other Pacific salmon [Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus tschawytscha), Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus]"
303130000,"Fish; frozen, except Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), fillets, fish meat of heading 0304 and edible fish entrails of subheading 0303.91 to 0303.99; Atlantic salmon [Salmo salar] and Danube salmon [Hucho hucho]; fish; frozen, except for fish entrails of subheading 0303.91 to 0303.99"
303140000,"Fish; frozen, trout (Salmo trutta, Oncorhynchus mikis, Oncorhynchus clarkii, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache, Oncorhynchus chrysogaster), except fillets; meat of 0304 and edible fish offal of 0303.91 to 0303.99.; Trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache, Oncorhynchus chrysogaster]"
303190000,"Fish; frozen, salmonidae, other heading no. 0303.1, Fillets, except fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; other"
303230000,"Fish; frozen, tilapia (species Oreochromis), except fillets; fish meat of heading 0304 and edible fish offal of subheadings 0303.91 to 0303.99; tilapia [genus Oreochromis]; tilapia [genus Oreochromis]"
303240000,"Fish; frozen, except catfish (Pangasius, Silurus, Clarias and Ictalurus), fillets, fish meat of heading 0304 and edible fish entrails of subheading 0303.91 to 0303.99; catfish [Pangasius, Silurus, Clarias and Ictalurus]."
303250000,"Fish; frozen, carp (as specified by the WCO), fillets, fish meat of 0304 and subheading 0303.91 to 0303.99, except edible fish entrails; Carp [genus Cyprinus, genus Carassius, Ctenopharyngodon idellus, Hypophthalmichthys, Cirrhinus, Mylopharyngodon Mylopharyngodon piceus, Catla catla, Labeo, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama]"
303260000,"Fish; frozen, eels (family Anguilla), except fillets; fish meat of heading 0304 and edible fish offal of heading 0303.91 to 0303.99; eels [genus Anguilla]; eels [genus Anguilla]"
303290000,"Fish; frozen, except Nile perch (Lates niloticus) and eels (Channa spp.), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0303.91 to 0303.99; other"
303310000,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), fillets, of 0304, except fish meat and edible fish guts of subheading 0303.91 to 0303.99, excluding edible fish entrails; halibut [Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis]; halibut [Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis]."
303320000,"Fish; frozen, except flounder [Pleuronectes platessa], fillets, fish meat of heading 0304 and edible fish entrails of subheading 0303.91 to 0303.99; flounder [Pleuronectes platessa]"
303330000,"Fish; frozen, flounder (family Solea), except fillets; fish meat of heading 0304 and edible fish offal of subheadings 0303.91 to 0303.99; western cod [genus Solea"
303340000,"Fish; frozen, turbot (Psetta maxima, Scophthalmidae), except fillets; fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99; turbots [Psetta maxima]; turbot (Psetta maxima)"
303391000,"Fish; frozen, flattened, of heading no. 0303.3, fillets, except fish meat of heading 0304 and edible fish offal of subheadings 0303.91 to 0303.99; flounder [except Pleuronectes platessa]; and"
303399000,"Fish; frozen, flattened, of heading no. 0303.3, fillets, except fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; other"
303410000,"Fish; frozen, except albacore or longfin tuna (Thunnus alalunga), fillets, fish meat of heading 0304 and edible fish entrails of subheading 0303.91 to 0303.99; winged or longfin tuna [Thunnus alalunga]"
303420000,"Fish; frozen, yellowfin tuna (Thunnus albacares), except fillets; fish meat of heading 0304 and edible fish offal of heading 0303.91 to 0303.99; yellowfin tuna [Thunnus albacares]"
303430000,"Fish; frozen, except skipjack tuna (striped bonito) (Katsuwonus pelamis), fillets, fish meat of heading 0304 and edible fish entrails of subheadings 0303.91 to 0303.99; skipjack tuna (striped bonito) [Katsuwonus pelamis]]"
303440000,"Fish; frozen, snowfin tuna (Thunnus obesus), except fillets; fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99; snowfin tuna [Thunnus obesus]; snowfin tuna (Thunnus obesus)"
303451000,"Fish; frozen, except Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis), fillets, fish meat of heading 0304 and edible fish offal of subheadings 0303.91 to 0303.99; Atlantic bluefin tuna [Turner's tuna (Thunnus thynnus)]"
303452000,"Fish; frozen, Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis), fillets, except fish meat of heading 0304 and edible fish entrails of subheadings 0303.91 to 0303.99; Pacific bluefin tuna [Thunnus orientalis"
303460000,"Fish; frozen, except fillets, fish meat of heading 0304 and edible fish entrails of subheadings 0303.91 to 0303.99; southern bluefin tuna [Thunnus maccoyii], fillets"
303490000,"Fish; frozen, tuna, of heading no. 0303.4, fillets, except fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; other"
303510000,"Fish; frozen, except herring [Clupea harengus, Clupea pallasii], fillets, fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99; herring [Clupea harengus, Clupea pallasii]"
303530000,"Fish; frozen, except sardines (Sardina pilchardus, Sardinops species), sardines (Sardinella species), brill or sprats (Spratus spratus), fillets, fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99.; sardines [genera Sardina pilchardus and Sardinops], sardinellas [genus Sardinella], brisling or sprats [Sprattus sprattus], fillets, except 0303.91 to 0303.99, edible fish offal"
303540000,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), except fillets, of heading 0304, fish meat and edible fish offal of subheading 0303.91 to 0303.99; mackerel [Scomber scombrus, Scomber australasicus, Scomber japonicus]; mackerel [Scomber scombrus, Scomber australasicus, Scomber japonicus]"
303550000,"Fish; frozen, horse mackerel and horse mackerel (Trachurus spp.), fillets, except fish meat of heading 0304 and edible fish entrails of subheadings 0303.91 to 0303.99; horse mackerel [genus Trachurus"
303560000,"Fish; frozen, except cobia (Rachycentron canadum), fillets; fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99; raw [Rachycentron canadum]]"
303570000,"Fish; frozen, swordfish (Xiphias gladius), except fillets; fish meat of heading 0304 and edible fish guts of subheading 0303.91 to 0303.99; swordfish [Xiphias gladius]"
303591000,"Fish; frozen, n.e.c., of heading no. 0303.5, except fillets, fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; Spanish mackerel [genus Scomberomorus"
303592000,"Fish; frozen, n.e.c., of heading no. 0303.5, except fillets, fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; saury [Cololabis saira]"
303599000,"Fish; frozen, n.e.c., of heading no. 0303.5, fillets, except fish meat of 0304 and edible fish offal of subheading 0303.91 to 0303.99; other"
303630000,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), except fillets; fish meat of heading 0304 and edible fish offal of subheading 0303.91 to 0303.99; cod [Gadus morhua, Gadus ogac, Gadus macrocephalus]; cod [Gadus morhua, Gadus ogac, Gadus macrocephalus]."
